"total","Kingdom","Phylum","Class","Order","Family","Genus","Species","taxid","numseqs","pctseqs","patient_ID"
5776215,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus parasanguinis",1114965,589,0.000101969888586211,"covid_020"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola dorei",357276,471285,0.112191988908518,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia","Blautia sp. SC05B48",2479767,355813,0.0847032435776791,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Faecalibacterium","Faecalibacterium prausnitzii",853,344751,0.0820698735758627,"covid_021"
4200701,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia","Akkermansia muciniphila",239935,222972,0.0530797121718494,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides uniformis",820,178917,0.042592176877145,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","",816,178605,0.0425179035594297,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola vulgatus",821,176985,0.0421322536405233,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||","",171549,122752,0.0292217894108626,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides zhangwenhongi",2650157,105070,0.025012491962651,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides ovatus",28116,98227,0.0233834781385297,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerobutyricum","Anaerobutyricum hallii",39488,83783,0.0199450044171199,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","",909656,81625,0.0194312806362557,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Odoribacter","Odoribacter splanchnicus",28118,81209,0.0193322495459686,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerostipes","Anaerostipes hadrus",649756,77429,0.0184323997351871,"covid_021"
4200701,"Bacteria","","","","","Bacteria|||||","",2,74849,0.0178182165310028,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Roseburia","Roseburia intestinalis",536231,67717,0.0161204046657927,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola vulgatus",435590,67513,0.0160718413426711,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella","Collinsella aerofaciens",74426,65577,0.0156109658840275,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides caccae",47678,60232,0.0143385592071419,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruthenibacterium","Ruthenibacterium lactatiformans",1550024,57735,0.0137441346099139,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides","",375288,57351,0.0136527212958028,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides thetaiotaomicron",818,49750,0.0118432613985142,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes onderdonkii",2585117,49178,0.0117070936493695,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides xylanisolvens",371601,45209,0.0107622513480488,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides","Parabacteroides distasonis",823,44692,0.0106391766517065,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","","Bacteria|Firmicutes|Clostridia|Eubacteriales||","",186802,41510,0.00988168403321255,"covid_021"
4200701,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Dialister","",39948,38568,0.0091813247360381,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|","",186803,32181,0.00766086422242383,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes finegoldii",679935,31658,0.00753636119304849,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella","Collinsella aerofaciens",411903,30289,0.00721046320602204,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola dorei",997877,28308,0.00673887524963095,"covid_021"
4200701,"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Bacteria|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Phascolarctobacterium","Phascolarctobacterium faecium",33025,27797,0.00661722888632159,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes dispar",2585119,25839,0.00615111620655695,"covid_021"
4200701,"Bacteria","Firmicutes","","","","Bacteria|Firmicutes||||","",1239,25446,0.00605756039289633,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Roseburia","Roseburia hominis",301301,25238,0.00600804484775279,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Mediterraneibacter","[Ruminococcus] gnavus",411470,19587,0.00466279318618488,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides fragilis",817,18620,0.00443259351236853,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Monoglobus","Monoglobus pectinilyticus",1981510,17725,0.00421953383494802,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes megaguti",2364787,16572,0.00394505583710909,"covid_021"
4200701,"Bacteria","Bacteroidetes","","","","Bacteria|Bacteroidetes||||","",976,16551,0.00394005667149364,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Peptostreptococcaceae|Clostridioides","Clostridioides difficile",1496,16360,0.00389458806994356,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella","Prevotella copri",165179,16030,0.0038160297531293,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella","Eggerthella lenta",84112,15638,0.00372271199497417,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Enterocloster","Enterocloster bolteae",208479,13155,0.0031316201748232,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Dysosmobacter","Dysosmobacter welbionis",2093857,11945,0.0028435730131709,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","",239759,11195,0.00266503138404757,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes shahii",717959,11033,0.00262646639215693,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides sp. M10",2763022,10998,0.00261813444946451,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|","",216572,10823,0.0025764747360024,"covid_021"
4200701,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalitalea","Faecalitalea cylindroides",717960,10589,0.00252076974771592,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Flavonifractor","Flavonifractor plautii",292800,10526,0.00250577225086956,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Adlercreutzia","Adlercreutzia equolifaciens",1384484,10372,0.0024691117030229,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnospira","Lachnospira eligens",515620,9815,0.00233651478646064,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillibacter","Oscillibacter sp. PEA192",2109687,9723,0.00231461367995485,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes communis",2585118,9494,0.00226009896919586,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides cellulosilyticus",246787,9343,0.00222415258786569,"covid_021"
4200701,"Bacteria","","","","","Bacteria|||||","",1783272,9068,0.0021586873238538,"covid_021"
4200701,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Dialister","Dialister massiliensis",2161821,8991,0.00214035704993048,"covid_021"
4200701,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia","Escherichia coli",562,8512,0.00202632846279704,"covid_021"
4200701,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|","",543,8206,0.00195348347811472,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillibacter","Oscillibacter sp. NSJ-62",2763056,7420,0.00176637185079347,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides luhongzhouii",2650158,7312,0.00174066185619972,"covid_021"
4200701,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelatoclostridium","[Clostridium] innocuum",1522,7208,0.00171590408362795,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium","[Clostridium] scindens",29347,7009,0.00166853103803389,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia","Blautia producta",33035,6979,0.00166138937286896,"covid_021"
4200701,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Dialister","Dialister hominis",2582419,6719,0.00159949494143954,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","","Bacteria|Firmicutes|Clostridia|Eubacteriales||Intestinimonas","Intestinimonas butyriciproducens",1297617,6458,0.00153736245450462,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides caecimuris",1796613,6380,0.00151879412507579,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola salanitronis",667015,6288,0.00149689301857,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides","Parabacteroides distasonis",435591,6034,0.00143642692017356,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia","",572511,5882,0.0014002424833379,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","","Bacteria|Firmicutes|Clostridia|Eubacteriales||Massilistercora","Massilistercora timonensis",2086584,5782,0.00137643693278812,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia","Blautia argi",1912897,5200,0.00123788862858842,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Enterocloster","Enterocloster clostridioformis",1531,5066,0.00120598919085172,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides sp. CBA7301",2715212,4718,0.00112314587493849,"covid_021"
4200701,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Longibaculum","Longibaculum sp. KGMB06250",2584943,4679,0.00111386171022408,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia","Blautia hansenii",537007,4572,0.00108838977113582,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium","Lachnoclostridium phocaeense",1871021,4399,0.0010472061686847,"covid_021"
4200701,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium","Bifidobacterium longum",216816,4398,0.00104696811317921,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Christensenellaceae|Christensenella","Christensenella minuta",626937,4313,0.00102673339521189,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium","[Clostridium] hylemonae",553973,4214,0.00100316590016761,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides sp. HF-162",2785531,4150,0.000987930347815757,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Roseburia","",841,3912,0.000931273137507287,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium","Clostridium sp. SY8519",1042156,3860,0.000918894251221403,"covid_021"
4200701,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalibacillus","Faecalibacillus intestinalis",1982626,3703,0.000881519536858253,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","",2646097,3662,0.000871759261132844,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","","Bacteria|Firmicutes|Clostridia|Eubacteriales||Flintibacter","Flintibacter sp. KGMB00164",2610895,3402,0.000809864829703423,"covid_021"
4200701,"Bacteria","Proteobacteria","","","","Bacteria|Proteobacteria||||","",1224,3106,0.000739400400076083,"covid_021"
4200701,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","",1301,3077,0.000732496790416647,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","Eubacterium sp. NSJ-61",2764325,3041,0.000723926792218727,"covid_021"
4200701,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|","",128827,2946,0.000701311519196439,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella","Eggerthella lenta",479437,2863,0.000681552912240124,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes indistinctus",626932,2852,0.000678934301679648,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus","Ruminococcus sp. JE7A12",2564099,2836,0.000675125413591684,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium","Lachnoclostridium sp. YL32",1834196,2666,0.000634655977657062,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Peptostreptococcaceae|Romboutsia","Romboutsia ilealis",1115758,2318,0.000551812661743838,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Adlercreutzia","Adlercreutzia sp. 8CFCBH1",2707299,2227,0.00053014961074354,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia","Blautia sp. LZLJ-3",2779518,2220,0.000528483222205056,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides","Parabacteroides sp. CT06",2025876,2178,0.000518484890974149,"covid_021"
4200701,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Amedibacterium","Amedibacterium intestinale",2583452,2178,0.000518484890974149,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus","Ruminococcus champanellensis",1161942,2152,0.000512295447831207,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus","Ruminococcus bicirculans",1160721,2079,0.00049491739592987,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Pseudobutyrivibrio","Pseudobutyrivibrio xylanivorans",185007,2053,0.000488727952786928,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lacrimispora","Lacrimispora saccharolytica",610130,2036,0.000484681009193466,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides intestinalis",329854,2008,0.000478015455039528,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Barnesiellaceae|Barnesiella","Barnesiella viscericola",880074,1639,0.00039017297351085,"covid_021"
4200701,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus","Enterococcus faecium",1352,1625,0.000386840196433881,"covid_021"
4200701,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Schaalia","Schaalia odontolytica",1660,1532,0.000364701034422588,"covid_021"
4200701,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus salivarius",1304,1526,0.000363272701389601,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillibacter","Oscillibacter valericigenes",693746,1476,0.000351369926114713,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium","[Clostridium] scindens",411468,1473,0.000350655759598219,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Butyrivibrio","Butyrivibrio fibrisolvens",831,1430,0.000340419372861815,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","[Eubacterium] cellulosolvens",633697,1421,0.000338276873312335,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides helcogenes",693979,1388,0.000330421041630909,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides sp. A1C1",2528203,1376,0.000327564375564935,"covid_021"
4200701,"Bacteria","Actinobacteria","Actinomycetia","","","Bacteria|Actinobacteria|Actinomycetia|||","",1760,1368,0.000325659931520953,"covid_021"
4200701,NA,NA,NA,NA,NA,"NA|NA|NA|NA|NA|NA",NA,541000,1348,0.000320898821410998,"covid_021"
